startup_name,industry,funding,founder_experience,employees,location,age,revenue,success
Startup_483,Fintech,abc,1.0,151.0,Germany,14.0,301652.0,1
Startup_484,Ecommerce,,,,Germany,,580347.0,0
Startup_485,Fintech,abc,,,India,,549992.0,1
Startup_486,Edtech,1028080,,,UK,13.0,702568.0,1
Startup_487,Health,abc,13.0,,India,9.0,977386.0,1
Startup_488,AI,NaN,2.0,,USA,,,0
Startup_489,Fintech,NaN,,23.0,India,,56321.0,0
Startup_490,Ecommerce,385441,13.0,493.0,USA,,,0
Startup_491,Edtech,NaN,11.0,133.0,UK,8.0,258389.0,1
Startup_492,Health,NaN,,,India,,,0
Startup_493,Edtech,abc,15.0,,UK,,579931.0,1
Startup_494,CleanTech,NaN,,309.0,India,,,0
Startup_495,Ecommerce,989947,6.0,478.0,India,11.0,780674.0,0
Startup_496,CleanTech,abc,14.0,,UK,,514509.0,0
Startup_497,Ecommerce,abc,3.0,89.0,Germany,,,1
Startup_498,AI,,,,India,,51348.0,0
Startup_499,CleanTech,1294380,12.0,137.0,USA,,,1
Startup_500,Fintech,,,,Germany,,,1
Startup_501,Fintech,,,306.0,USA,2.0,,0
Startup_502,Ecommerce,,11.0,,,,970678.0,1
Startup_503,Ecommerce,NaN,16.0,307.0,,5.0,369307.0,1
Startup_504,AI,abc,4.0,207.0,USA,,,0
Startup_505,CleanTech,NaN,,474.0,UK,,460097.0,1
Startup_506,Health,NaN,,,Canada,4.0,768013.0,1
Startup_507,AI,,,,,,541863.0,1
Startup_508,Ecommerce,,,424.0,India,,390321.0,1
Startup_509,CleanTech,abc,,,USA,4.0,,1
Startup_510,Edtech,1355944,,,USA,,,0
Startup_511,Edtech,,7.0,,,8.0,854800.0,0
Startup_512,AI,NaN,10.0,,USA,,,0
Startup_513,Ecommerce,NaN,7.0,,USA,,959179.0,1
Startup_514,Health,NaN,13.0,,USA,11.0,632492.0,1
Startup_515,CleanTech,abc,,30.0,India,9.0,,1
Startup_516,Health,NaN,10.0,76.0,UK,,,0
Startup_517,CleanTech,NaN,,72.0,USA,2.0,125111.0,1
Startup_518,Fintech,NaN,,64.0,UK,7.0,,0
Startup_519,CleanTech,NaN,18.0,,Canada,4.0,216553.0,0
Startup_520,CleanTech,NaN,,,UK,1.0,266242.0,0
Startup_521,Fintech,561083,2.0,,,7.0,886964.0,1
Startup_522,Edtech,NaN,,,UK,,709115.0,1
Startup_523,CleanTech,NaN,,142.0,,,,0
Startup_524,Ecommerce,NaN,,,Germany,,548646.0,1
Startup_525,Health,,18.0,,,10.0,969621.0,1
Startup_526,Fintech,NaN,9.0,,UK,,213510.0,1
Startup_527,Ecommerce,,14.0,,,4.0,955129.0,1
Startup_528,Fintech,,,,India,7.0,714892.0,0
Startup_529,AI,,,236.0,UK,,,1
Startup_530,Edtech,254451,,,USA,,,0
Startup_531,Health,abc,,,USA,,,0
Startup_532,Fintech,abc,17.0,320.0,Germany,,,1
Startup_533,CleanTech,322900,,31.0,USA,5.0,669991.0,1
Startup_534,AI,NaN,,,UK,,519499.0,0
Startup_535,Health,abc,3.0,,,,418465.0,0
Startup_536,Ecommerce,301051,,106.0,India,,,1
Startup_537,Ecommerce,abc,,,Canada,12.0,639961.0,1
Startup_538,Ecommerce,504179,5.0,337.0,Germany,,292670.0,0
Startup_539,AI,abc,16.0,110.0,Germany,14.0,,0
Startup_540,Fintech,804296,16.0,16.0,India,1.0,328623.0,1
Startup_541,Edtech,1600219,8.0,,UK,,775343.0,1
Startup_542,AI,NaN,13.0,283.0,,12.0,,1
Startup_543,CleanTech,,5.0,,Canada,,213783.0,0
Startup_544,CleanTech,NaN,,125.0,,,904884.0,1
Startup_545,Health,,,,Canada,,278503.0,0
Startup_546,Edtech,NaN,1.0,,USA,,216133.0,0
Startup_547,Fintech,,2.0,,India,,,0
Startup_548,Health,NaN,18.0,,USA,,235400.0,1
Startup_549,CleanTech,abc,,,Canada,,,1
Startup_550,Ecommerce,,,327.0,Canada,,718045.0,1
Startup_551,Health,,4.0,,Canada,,634661.0,0
Startup_552,CleanTech,abc,,147.0,Germany,,746331.0,1
Startup_553,Ecommerce,abc,10.0,,USA,,,0
Startup_554,Edtech,830965,,,USA,3.0,,1
Startup_555,Ecommerce,abc,14.0,,,3.0,313894.0,1
Startup_556,Health,abc,9.0,,India,5.0,,1
Startup_557,Ecommerce,843153,,423.0,UK,,223981.0,1
Startup_558,Fintech,abc,18.0,,Canada,10.0,943160.0,0
Startup_559,Fintech,,1.0,168.0,USA,14.0,182624.0,0
Startup_560,Ecommerce,abc,16.0,314.0,Canada,,165788.0,1
Startup_561,Health,NaN,3.0,,India,9.0,,1
Startup_562,Fintech,,13.0,,,2.0,,1
Startup_563,AI,NaN,,456.0,UK,,576110.0,0
Startup_564,Fintech,,13.0,,Canada,12.0,27967.0,0
Startup_565,CleanTech,NaN,13.0,,Canada,14.0,572467.0,1
Startup_566,AI,abc,,,,13.0,491082.0,1
Startup_567,Edtech,NaN,,64.0,USA,,,0
Startup_568,AI,1039470,19.0,9.0,USA,,587201.0,1
Startup_569,Health,1457753,,386.0,,11.0,463057.0,0
Startup_570,CleanTech,751692,15.0,461.0,USA,7.0,734834.0,0
Startup_571,CleanTech,NaN,,,,,987835.0,1
Startup_572,Edtech,,,,Germany,7.0,117359.0,0
Startup_573,Ecommerce,,1.0,264.0,Canada,4.0,513158.0,1
Startup_574,Health,,17.0,105.0,Germany,7.0,,0
Startup_575,Edtech,,4.0,,UK,,,1
Startup_576,Health,,,120.0,USA,14.0,,0
Startup_577,Edtech,,3.0,11.0,UK,,,1
Startup_578,Fintech,,14.0,459.0,UK,5.0,,1
Startup_579,Fintech,,,187.0,USA,2.0,,1
Startup_580,Ecommerce,1712682,6.0,,India,,,0
Startup_581,CleanTech,NaN,7.0,,USA,,,0
Startup_582,CleanTech,NaN,,497.0,USA,,560340.0,0
Startup_583,Ecommerce,1199265,5.0,177.0,Germany,,323568.0,0
Startup_584,Ecommerce,1601330,,192.0,Germany,,155870.0,1
Startup_585,Health,NaN,,,Germany,4.0,,0
Startup_586,AI,,18.0,,Germany,,,0
Startup_587,Edtech,NaN,,,India,5.0,739401.0,0
Startup_588,AI,1478080,,,UK,,23191.0,0
Startup_589,Edtech,NaN,1.0,134.0,UK,,,0
Startup_590,Fintech,1235820,,,Canada,2.0,433497.0,0
Startup_591,Ecommerce,,,,USA,12.0,,0
Startup_592,Health,abc,,447.0,Germany,,,0
Startup_593,Fintech,1777408,,405.0,India,12.0,793974.0,0
Startup_594,Fintech,1517223,,,Canada,,,0
Startup_595,AI,abc,5.0,12.0,USA,13.0,,1
Startup_596,Ecommerce,,11.0,389.0,UK,13.0,572370.0,0
Startup_597,Edtech,abc,,,Germany,4.0,,0
Startup_598,AI,,14.0,232.0,USA,11.0,,0
Startup_599,Edtech,NaN,19.0,,Canada,,608315.0,1
Startup_600,Fintech,1549698,11.0,,India,5.0,,1
Startup_601,Edtech,abc,8.0,,,10.0,848965.0,1
Startup_602,Fintech,471486,,224.0,,1.0,,1
Startup_603,Ecommerce,abc,,,UK,9.0,465377.0,1
Startup_604,CleanTech,1588510,,,UK,,202051.0,0
Startup_605,AI,NaN,4.0,,Canada,9.0,,1
Startup_606,CleanTech,NaN,,,USA,5.0,,0
Startup_607,AI,,,,USA,6.0,774444.0,1
Startup_608,AI,1731076,16.0,292.0,India,,,0
Startup_609,Health,,,275.0,USA,,471495.0,1
Startup_610,Ecommerce,1712353,,,Germany,8.0,845146.0,1
Startup_611,Health,NaN,18.0,,USA,,,1
Startup_612,Fintech,,12.0,,UK,,905421.0,0
Startup_613,CleanTech,NaN,,,Canada,,,0
Startup_614,Ecommerce,NaN,17.0,272.0,,9.0,326094.0,1
Startup_615,CleanTech,abc,13.0,,,,886183.0,0
Startup_616,CleanTech,abc,,242.0,Canada,7.0,770230.0,1
Startup_617,AI,,11.0,260.0,India,,,1
Startup_618,Fintech,NaN,13.0,,USA,2.0,608316.0,1
Startup_619,CleanTech,NaN,15.0,440.0,,11.0,,0
Startup_620,Ecommerce,NaN,,411.0,,,,0
Startup_621,Edtech,abc,,425.0,India,,86912.0,0
Startup_622,Health,abc,,195.0,USA,6.0,366130.0,0
Startup_623,Health,,,,Canada,,600735.0,0
Startup_624,Ecommerce,938036,15.0,140.0,UK,10.0,797401.0,0
Startup_625,AI,,,,Canada,12.0,,1
Startup_626,CleanTech,492882,1.0,392.0,UK,,,0
Startup_627,Health,abc,10.0,358.0,,,,1
Startup_628,CleanTech,abc,,,India,11.0,,0
Startup_629,Health,1699729,,,UK,,541608.0,0
Startup_630,Ecommerce,abc,,,Canada,10.0,,1
Startup_631,AI,566409,12.0,,,14.0,397869.0,1
Startup_632,Fintech,NaN,,,,,690739.0,0
Startup_633,Edtech,NaN,16.0,247.0,India,7.0,467557.0,0
Startup_634,Edtech,NaN,19.0,105.0,UK,,644771.0,1
Startup_635,Fintech,NaN,4.0,24.0,UK,,919607.0,0
Startup_636,CleanTech,NaN,3.0,158.0,,5.0,,1
Startup_637,Health,abc,8.0,,UK,5.0,,0
Startup_638,Fintech,NaN,14.0,,UK,12.0,53848.0,1
Startup_639,AI,NaN,17.0,123.0,UK,,88099.0,0
Startup_640,Fintech,,14.0,,Germany,8.0,593156.0,0
Startup_641,CleanTech,,,,India,,129079.0,1
Startup_642,Ecommerce,,,,India,,,1
Startup_643,Fintech,NaN,17.0,,India,,337650.0,0
Startup_644,Ecommerce,1963237,13.0,80.0,,,,1
Startup_645,Health,abc,4.0,,Germany,3.0,,1
Startup_646,CleanTech,,,,India,,681616.0,1
Startup_647,AI,,,,UK,,201360.0,1
Startup_648,Ecommerce,396874,15.0,463.0,Canada,,,1
Startup_649,AI,,13.0,,India,1.0,,1
Startup_650,AI,NaN,16.0,,,11.0,536494.0,1
Startup_651,AI,,,82.0,Germany,12.0,,1
Startup_652,Ecommerce,abc,9.0,,UK,,,1
Startup_653,CleanTech,566595,,,UK,,336364.0,0
Startup_654,CleanTech,abc,17.0,,UK,14.0,248981.0,0
Startup_655,Health,,6.0,341.0,,,628108.0,0
Startup_656,Health,1576322,19.0,430.0,UK,,936781.0,0
Startup_657,Edtech,,19.0,73.0,UK,13.0,290143.0,1
Startup_658,Fintech,,,409.0,Canada,,438495.0,0
Startup_659,Health,abc,4.0,,,10.0,170787.0,1
Startup_660,Edtech,210381,7.0,,India,,924098.0,0
Startup_661,AI,1455568,4.0,,India,,950997.0,0
Startup_662,Health,NaN,12.0,192.0,,,683070.0,0
Startup_663,CleanTech,,4.0,217.0,Germany,14.0,152503.0,1
Startup_664,Fintech,NaN,10.0,418.0,USA,6.0,,0
Startup_665,Ecommerce,abc,14.0,,USA,10.0,,0
Startup_666,Health,NaN,,221.0,UK,13.0,,1
Startup_667,AI,1874299,,305.0,,,,0
Startup_668,AI,,,254.0,,11.0,386008.0,0
Startup_669,Edtech,983396,4.0,,,,574970.0,1
Startup_670,CleanTech,NaN,6.0,,Canada,2.0,135359.0,0
Startup_671,Health,abc,,,Canada,8.0,,0
Startup_672,Ecommerce,,7.0,,India,10.0,,1
Startup_673,Ecommerce,,14.0,,UK,5.0,,1
Startup_674,Ecommerce,,18.0,73.0,Germany,3.0,,1
Startup_675,Ecommerce,,5.0,,India,,300466.0,0
Startup_676,CleanTech,NaN,12.0,,India,9.0,288448.0,0
Startup_677,Fintech,abc,,387.0,USA,,,1
Startup_678,AI,179350,,85.0,India,8.0,117852.0,1
Startup_679,CleanTech,NaN,2.0,,Canada,10.0,,1
Startup_680,Ecommerce,1276408,7.0,90.0,Canada,1.0,,1
Startup_681,CleanTech,510385,6.0,498.0,USA,6.0,351328.0,1
Startup_682,Fintech,,,6.0,UK,,543375.0,0
Startup_683,Health,abc,,,Germany,2.0,752303.0,0
Startup_684,CleanTech,NaN,,,Canada,,,1
Startup_685,AI,,15.0,428.0,India,6.0,,1
Startup_686,CleanTech,NaN,10.0,,UK,3.0,,1
Startup_687,Health,847232,,,Canada,4.0,,1
Startup_688,AI,NaN,4.0,,India,4.0,,0
Startup_689,Health,1628638,,217.0,UK,6.0,952443.0,0
Startup_690,CleanTech,,9.0,,UK,10.0,,1
Startup_691,AI,abc,2.0,,UK,8.0,295709.0,1
Startup_692,Edtech,,,,Germany,,463945.0,1
Startup_693,Edtech,1140547,3.0,266.0,India,7.0,,0
Startup_694,CleanTech,NaN,,431.0,Germany,,682212.0,0
Startup_695,AI,abc,11.0,,UK,10.0,200231.0,0
Startup_696,Edtech,NaN,,,Canada,5.0,,1
Startup_697,Ecommerce,1499031,,51.0,UK,,,0
Startup_698,CleanTech,784417,10.0,320.0,Germany,,891877.0,0
Startup_699,Ecommerce,NaN,2.0,267.0,,,293260.0,0
Startup_700,AI,1688658,,367.0,UK,,944133.0,1
Startup_701,CleanTech,NaN,,12.0,USA,5.0,936383.0,1
Startup_702,Ecommerce,,11.0,105.0,USA,4.0,59901.0,1
Startup_703,Fintech,,14.0,,Canada,,415807.0,1
Startup_704,Edtech,1685851,,306.0,Canada,,,1
Startup_705,AI,628688,,,Germany,,,0
Startup_706,Ecommerce,NaN,13.0,,India,4.0,,1
Startup_707,AI,,5.0,29.0,India,3.0,,0
Startup_708,Health,338963,,,USA,,,1
Startup_709,Health,269780,3.0,,India,,,0
Startup_710,Ecommerce,abc,,438.0,Germany,,,1
Startup_711,Fintech,1360267,12.0,381.0,USA,11.0,762849.0,0
Startup_712,Health,,12.0,368.0,Germany,9.0,,1
Startup_713,Edtech,,,474.0,India,,807019.0,0
Startup_714,Edtech,,,281.0,USA,12.0,236823.0,0
Startup_715,CleanTech,1189929,1.0,473.0,Canada,3.0,,0
Startup_716,Ecommerce,abc,9.0,311.0,UK,,,1
Startup_717,Fintech,,16.0,388.0,,6.0,157488.0,0
Startup_718,Ecommerce,646804,,143.0,Germany,14.0,453934.0,1
Startup_719,Health,abc,3.0,,Canada,4.0,178588.0,0
Startup_720,Ecommerce,,,70.0,UK,3.0,225735.0,1
Startup_721,Health,1764423,15.0,,,,,1
Startup_722,Fintech,88547,1.0,460.0,Canada,,979318.0,0
Startup_723,Fintech,NaN,3.0,,USA,10.0,894392.0,1
Startup_724,Health,,,,USA,,947032.0,1
Startup_725,Ecommerce,NaN,14.0,146.0,UK,,495595.0,0
Startup_726,Fintech,,,397.0,USA,3.0,70939.0,1
Startup_727,Fintech,NaN,15.0,214.0,India,3.0,933120.0,1
Startup_728,Ecommerce,abc,,380.0,India,14.0,677957.0,0
Startup_729,Edtech,NaN,,,Canada,,146498.0,0
Startup_730,Ecommerce,abc,14.0,88.0,Germany,,,0
Startup_731,Ecommerce,abc,14.0,,UK,,54518.0,0
Startup_732,Ecommerce,,16.0,87.0,Germany,14.0,559570.0,0
Startup_733,Edtech,NaN,,279.0,Germany,9.0,,0
Startup_734,Health,1890083,,331.0,Germany,,,0
Startup_735,CleanTech,,,435.0,Germany,,,1
Startup_736,Edtech,abc,6.0,,USA,13.0,,1
Startup_737,AI,1523447,17.0,,India,,,1
Startup_738,CleanTech,abc,14.0,207.0,USA,5.0,529666.0,1
Startup_739,AI,,,,UK,9.0,,1
Startup_740,Health,,4.0,,India,8.0,296993.0,0
Startup_741,Edtech,,14.0,90.0,Germany,9.0,,1
Startup_742,Ecommerce,abc,16.0,,,,641424.0,0
Startup_743,AI,625919,12.0,39.0,Canada,,,1
Startup_744,Edtech,abc,18.0,,,,,1
Startup_745,Health,abc,5.0,,India,12.0,822720.0,0
Startup_746,AI,NaN,,449.0,UK,,66403.0,1
Startup_747,Health,NaN,17.0,,India,,79871.0,0
Startup_748,AI,NaN,,,Canada,,243563.0,1
Startup_749,Ecommerce,187653,12.0,178.0,USA,,833081.0,1
Startup_750,Health,NaN,,25.0,India,,783429.0,1
Startup_751,Fintech,abc,19.0,,USA,7.0,,0
Startup_752,CleanTech,abc,4.0,410.0,USA,,527820.0,0
Startup_753,CleanTech,NaN,12.0,,Germany,,299713.0,1
Startup_754,Ecommerce,abc,,261.0,USA,,324214.0,0
Startup_755,CleanTech,NaN,,,Canada,,177584.0,1
Startup_756,CleanTech,,,266.0,,,,0
Startup_757,CleanTech,abc,,384.0,,,437216.0,1
Startup_758,Health,NaN,,245.0,USA,3.0,246727.0,1
Startup_759,Ecommerce,,3.0,,India,13.0,738675.0,1
Startup_760,Health,,,,India,,,0
Startup_761,CleanTech,abc,,373.0,Canada,14.0,,0
Startup_762,AI,480634,1.0,94.0,,,429940.0,1
Startup_763,Edtech,315972,,196.0,USA,,313481.0,0
Startup_764,AI,NaN,9.0,,India,8.0,,0
Startup_765,CleanTech,1693312,,,Germany,,472372.0,0
Startup_766,Edtech,abc,7.0,187.0,Canada,,,0
Startup_767,Ecommerce,abc,11.0,,USA,3.0,696746.0,1
Startup_768,Ecommerce,NaN,14.0,,,,981703.0,1
Startup_769,Fintech,NaN,19.0,,Canada,8.0,,0
Startup_770,AI,NaN,13.0,,Canada,,219919.0,0
Startup_771,Fintech,abc,,,India,,774651.0,0
Startup_772,AI,,5.0,12.0,India,9.0,754042.0,0
Startup_773,Health,697341,,,Germany,7.0,154832.0,0
Startup_774,CleanTech,,18.0,150.0,USA,,58211.0,1
Startup_775,Fintech,NaN,,,UK,,692337.0,0
Startup_776,CleanTech,abc,15.0,,,8.0,,1
Startup_777,Edtech,,,,Canada,,,0
Startup_778,Ecommerce,NaN,9.0,427.0,Canada,2.0,,0
Startup_779,CleanTech,,9.0,206.0,UK,2.0,,1
Startup_780,Ecommerce,NaN,13.0,270.0,India,,491249.0,1
Startup_781,CleanTech,abc,,,UK,7.0,721979.0,0
Startup_782,Fintech,1511331,,159.0,UK,5.0,490529.0,0
Startup_783,Edtech,,,,Canada,14.0,223047.0,1
Startup_784,CleanTech,859217,,,,14.0,114475.0,1
Startup_785,CleanTech,abc,,,Germany,,240972.0,1
Startup_786,Health,,,217.0,,14.0,,0
Startup_787,Edtech,1042382,,,India,,492501.0,0
Startup_788,Health,,18.0,424.0,,,973772.0,1
Startup_789,AI,281496,,126.0,UK,14.0,,1
Startup_790,Fintech,,,292.0,UK,3.0,759522.0,0
Startup_791,Ecommerce,,12.0,,Canada,9.0,350814.0,1
Startup_792,Fintech,abc,,79.0,USA,,,1
Startup_793,Ecommerce,,,384.0,Germany,1.0,783799.0,0
Startup_794,Ecommerce,,,444.0,USA,,489924.0,1
Startup_795,Health,abc,,425.0,Canada,8.0,,0
Startup_796,CleanTech,NaN,15.0,152.0,Canada,,,0
Startup_797,Fintech,abc,,,Germany,,,1
Startup_798,AI,618302,,309.0,UK,1.0,529733.0,1
Startup_799,Edtech,NaN,8.0,422.0,Germany,,,0
Startup_800,Edtech,NaN,6.0,325.0,,4.0,,1
Startup_801,AI,1837756,,,Canada,,848791.0,0
Startup_802,Health,1773735,3.0,79.0,Germany,,,1
Startup_803,AI,NaN,,,,11.0,504585.0,1
Startup_804,Health,1831298,18.0,,Germany,11.0,,0
Startup_805,Ecommerce,abc,,,UK,10.0,759452.0,0
Startup_806,Fintech,1251700,,,India,5.0,,1
Startup_807,Edtech,abc,6.0,,India,,222747.0,0
Startup_808,AI,abc,13.0,63.0,Germany,,,1
Startup_809,AI,abc,,,Germany,6.0,654947.0,1
Startup_810,Fintech,abc,,493.0,USA,1.0,153004.0,0
Startup_811,CleanTech,NaN,,346.0,,,,1
Startup_812,Edtech,abc,19.0,,UK,10.0,684929.0,1
Startup_813,AI,297199,13.0,,UK,10.0,,0
Startup_814,Fintech,574628,14.0,,Germany,12.0,767028.0,0
Startup_815,Ecommerce,517243,,,,4.0,488466.0,0
Startup_816,AI,,3.0,401.0,,,,0
Startup_817,Health,abc,19.0,277.0,USA,,826651.0,1
Startup_818,Health,NaN,8.0,218.0,Canada,9.0,,0
Startup_819,Fintech,NaN,19.0,,Germany,,,0
Startup_820,AI,200023,5.0,,India,,,0
Startup_821,CleanTech,928453,19.0,68.0,UK,,,1
Startup_822,Health,1911429,,,Canada,,620309.0,0
Startup_823,Fintech,abc,,491.0,,,551972.0,1
Startup_824,Fintech,,,50.0,,,,1
Startup_825,Ecommerce,NaN,17.0,,Germany,3.0,,1
Startup_826,CleanTech,180351,,,USA,4.0,115071.0,1
Startup_827,CleanTech,,,106.0,,,,1
Startup_828,Health,abc,15.0,,,,,0
Startup_829,CleanTech,NaN,19.0,,Canada,1.0,,0
Startup_830,Ecommerce,,,,India,,,1
Startup_831,Edtech,NaN,,,Germany,,,1
Startup_832,Edtech,,16.0,,Canada,8.0,888467.0,0
Startup_833,AI,1072892,17.0,,USA,,428288.0,1
Startup_834,Fintech,152239,,,USA,6.0,828258.0,1
Startup_835,Edtech,abc,5.0,17.0,Canada,,,0
Startup_836,Edtech,535662,,,,6.0,973692.0,1
Startup_837,Health,1235493,,,UK,6.0,,0
Startup_838,Health,727673,,,Canada,2.0,687304.0,0
Startup_839,Fintech,NaN,3.0,,Germany,14.0,761432.0,1
Startup_840,Fintech,abc,,167.0,Germany,3.0,928657.0,1
Startup_841,Ecommerce,NaN,17.0,492.0,India,7.0,,0
Startup_842,Fintech,abc,3.0,69.0,,4.0,,0
Startup_843,Edtech,,1.0,,UK,5.0,,0
Startup_844,Fintech,abc,,,India,12.0,,0
Startup_845,Fintech,NaN,1.0,168.0,UK,3.0,358113.0,1
Startup_846,Ecommerce,NaN,,,USA,9.0,41281.0,1
Startup_847,Fintech,,14.0,388.0,Germany,4.0,552893.0,0
Startup_848,AI,NaN,,,Canada,3.0,269415.0,0
Startup_849,Edtech,729682,14.0,,USA,13.0,785612.0,0
Startup_850,Edtech,NaN,,49.0,Germany,,497266.0,1
Startup_851,Fintech,abc,,20.0,USA,2.0,887239.0,0
Startup_852,AI,abc,,238.0,,12.0,,0
Startup_853,Fintech,abc,,,USA,,197164.0,1
Startup_854,Fintech,1555463,,419.0,USA,12.0,533313.0,0
Startup_855,Edtech,,,396.0,UK,7.0,,1
Startup_856,Health,NaN,,,UK,7.0,,0
Startup_857,Fintech,abc,9.0,162.0,USA,,,1
Startup_858,Fintech,,,317.0,Germany,,526581.0,0
Startup_859,Edtech,NaN,,187.0,USA,7.0,,1
Startup_860,Fintech,1482649,,488.0,Canada,8.0,939093.0,0
Startup_861,Fintech,,,,India,2.0,387003.0,1
Startup_862,Ecommerce,abc,,,Germany,14.0,,1
Startup_863,Edtech,abc,13.0,,Germany,,,1
Startup_864,Edtech,1825057,,123.0,Canada,,691009.0,0
Startup_865,Ecommerce,abc,2.0,131.0,Canada,,289160.0,0
Startup_866,Ecommerce,NaN,,83.0,UK,,598526.0,0
Startup_867,CleanTech,abc,18.0,100.0,,6.0,833349.0,0
Startup_868,AI,990240,,268.0,Canada,9.0,,1
Startup_869,Fintech,1088660,12.0,381.0,USA,,979131.0,1
Startup_870,Health,1466842,,,USA,3.0,204456.0,0
Startup_871,Edtech,NaN,,,USA,,,0
Startup_872,AI,abc,,145.0,,,153296.0,1
Startup_873,Health,1598485,16.0,60.0,UK,,,0
Startup_874,CleanTech,,17.0,,UK,,714489.0,0
Startup_875,Edtech,NaN,,320.0,USA,11.0,,1
Startup_876,Fintech,NaN,,,USA,7.0,367860.0,0
Startup_877,Edtech,717540,,17.0,USA,,995776.0,1
Startup_878,Ecommerce,abc,12.0,15.0,UK,,375779.0,0
Startup_879,Health,1733886,,25.0,UK,4.0,,1
Startup_880,AI,317986,,,Canada,,,0
Startup_881,Fintech,NaN,16.0,,Canada,,438815.0,0
Startup_882,Health,NaN,3.0,,UK,,,0
Startup_883,Edtech,abc,3.0,,India,9.0,,1
Startup_884,Health,NaN,9.0,,,,309508.0,0
Startup_885,Health,1778908,4.0,,India,,,0
Startup_886,CleanTech,341464,,170.0,USA,,,0
Startup_887,Edtech,abc,,,,,,0
Startup_888,Fintech,,13.0,166.0,USA,,562423.0,0
Startup_889,Fintech,NaN,7.0,,UK,,,0
Startup_890,Ecommerce,,,,Canada,,498356.0,1
Startup_891,Health,,,314.0,India,6.0,336480.0,0
Startup_892,Health,NaN,11.0,231.0,UK,13.0,,0
Startup_893,CleanTech,840645,,,USA,12.0,77134.0,0
Startup_894,Fintech,183172,,,UK,13.0,,1
Startup_895,Health,NaN,2.0,,Germany,,452995.0,0
Startup_896,Edtech,NaN,10.0,,USA,9.0,,1
Startup_897,Edtech,abc,17.0,272.0,USA,6.0,,0
Startup_898,Ecommerce,729447,11.0,,UK,,676761.0,0
Startup_899,AI,851625,6.0,,Germany,4.0,384662.0,1
Startup_900,AI,abc,16.0,179.0,Germany,,,1
Startup_901,AI,,,,UK,6.0,,1
Startup_902,Fintech,NaN,15.0,226.0,UK,,406721.0,0
Startup_903,AI,,6.0,,Canada,5.0,49336.0,0
Startup_904,AI,,,,USA,9.0,695453.0,1
Startup_905,AI,abc,,,,11.0,,0
Startup_906,Ecommerce,231196,7.0,,Canada,3.0,,0
Startup_907,CleanTech,NaN,11.0,,UK,1.0,,0
Startup_908,Fintech,NaN,,49.0,USA,,798883.0,0
Startup_909,CleanTech,226743,3.0,417.0,Germany,,546492.0,1
Startup_910,Fintech,NaN,,,USA,13.0,,1
Startup_911,Ecommerce,,12.0,,,4.0,,1
Startup_912,Health,abc,5.0,316.0,Canada,4.0,,0
Startup_913,Health,abc,15.0,,,12.0,,1
Startup_914,Edtech,NaN,17.0,63.0,USA,10.0,158731.0,1
Startup_915,Edtech,503830,10.0,445.0,Canada,,,0
Startup_916,AI,,13.0,343.0,USA,,913388.0,1
Startup_917,Fintech,430596,8.0,,,,991758.0,0
Startup_918,Health,abc,,495.0,USA,,,0
Startup_919,CleanTech,abc,,,Germany,,,0
Startup_920,Health,1075592,,163.0,Germany,,,0
Startup_921,CleanTech,abc,17.0,,,5.0,,0
Startup_922,Ecommerce,,11.0,252.0,USA,,,1
Startup_923,CleanTech,NaN,6.0,,Canada,2.0,,0
Startup_924,Fintech,1183279,,457.0,USA,,,1
Startup_925,AI,abc,,,USA,10.0,587597.0,1
Startup_926,AI,NaN,,,UK,,587815.0,0
Startup_927,Health,913659,,,,12.0,,0
Startup_928,Edtech,NaN,,335.0,,,,0
Startup_929,Ecommerce,,,74.0,,9.0,,0
Startup_930,AI,,,,UK,8.0,247135.0,0
Startup_931,Health,abc,12.0,,India,,,0
Startup_932,CleanTech,NaN,6.0,378.0,Germany,2.0,,1
Startup_933,AI,178389,4.0,112.0,,3.0,831804.0,1
Startup_934,Fintech,840074,2.0,277.0,Germany,,820554.0,1
Startup_935,Fintech,1167007,2.0,,,7.0,,0
Startup_936,AI,abc,,12.0,UK,,,1
Startup_937,Health,NaN,15.0,98.0,,1.0,,0
Startup_938,Fintech,NaN,17.0,191.0,India,4.0,638071.0,1
Startup_939,CleanTech,NaN,,141.0,Germany,5.0,,1
Startup_940,AI,NaN,,480.0,India,,,0
Startup_941,Ecommerce,abc,11.0,473.0,UK,,,1
Startup_942,Edtech,abc,,,,7.0,456679.0,0
Startup_943,Ecommerce,780031,,159.0,Canada,,778108.0,0
Startup_944,CleanTech,1859858,,,UK,13.0,,1
Startup_945,Edtech,abc,,442.0,USA,8.0,,0
Startup_946,AI,NaN,2.0,,,,,0
Startup_947,Health,,17.0,,Germany,,,1
Startup_948,Ecommerce,1590724,3.0,,Canada,1.0,146310.0,0
Startup_949,CleanTech,725673,,21.0,USA,2.0,,1
Startup_950,AI,156611,18.0,,India,1.0,726673.0,0
Startup_951,Fintech,abc,,408.0,Canada,4.0,773494.0,1
Startup_952,CleanTech,473177,11.0,45.0,India,,,1
Startup_953,AI,abc,,405.0,,6.0,,0
Startup_954,Edtech,abc,13.0,429.0,Germany,13.0,,0
Startup_955,Health,,,,Canada,3.0,69812.0,1
Startup_956,AI,465842,12.0,286.0,USA,3.0,128946.0,1
Startup_957,Edtech,abc,7.0,,Germany,,,0
Startup_958,Ecommerce,678889,8.0,,India,,,1
